Date_Crudites_Platter,Slot_12_to_18_Crudites_Platter,Slot_18_to_19_Crudites_Platter,Base_Price_Crudites_Platter,Slot_12_to_18_Org,Slot_18_to_19_Org,Base_Price_Hours_Org,Happy_Hour_Crudites_Platter,Discount_Crudites_Platter,
9/3/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/4/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
9/5/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/6/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/7/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/8/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/9/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
9/10/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/11/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/12/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/13/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/14/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/15/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/16/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/17/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/18/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/19/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/20/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/21/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/22/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/23/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/24/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/25/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/26/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/27/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
9/28/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/29/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/30/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/1/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/2/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/3/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/4/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/5/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/6/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/7/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/8/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/9/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/10/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/11/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/12/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/13/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/14/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/15/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/16/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/17/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/18/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/19/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/20/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/21/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/22/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/23/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/24/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/25/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
10/26/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/27/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
10/28/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
10/29/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/30/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
10/31/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
11/1/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/2/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
11/3/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/4/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/5/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
11/6/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
11/7/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
11/8/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/9/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
11/10/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/11/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/12/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/13/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/14/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/15/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/16/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/17/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/18/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
11/19/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/20/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/21/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/22/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/23/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
11/24/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/25/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
11/26/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/27/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/28/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
11/29/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
11/30/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/1/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/2/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/3/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/4/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/5/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/6/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/7/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/8/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/9/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/10/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/11/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/12/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/13/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/14/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/15/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/16/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/17/2022,5.25,7,7,5.25,7,0,Happy Hour 12-6,25,
12/18/2022,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
12/19/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/20/2022,5.25,7,7,0,0,7,Happy Hour 12-6,25,
12/21/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/22/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/23/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/24/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/25/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/26/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/27/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/28/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/29/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
12/30/2022,5.25,7,7,0,7,7,Happy Hour 12-6,25,
12/31/2022,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/1/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
1/2/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/3/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/4/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/5/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/6/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/7/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/8/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
1/9/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
1/10/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
1/11/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/12/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/13/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/14/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/15/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/16/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/17/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/18/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/19/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/20/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/21/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
1/22/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/23/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/24/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/25/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/26/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
1/27/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
1/28/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
1/29/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
1/30/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
1/31/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/1/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/2/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/3/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/4/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
2/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/6/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
2/7/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/8/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
2/9/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/10/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/11/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
2/12/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/13/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/15/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/16/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/17/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/19/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
2/20/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
2/21/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/22/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/23/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
2/24/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
2/25/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
2/26/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
2/27/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
2/28/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/1/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/2/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
3/3/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/4/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/6/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/7/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
3/8/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/9/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
3/10/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/11/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
3/12/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/13/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
3/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/15/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/16/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
3/17/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/19/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/20/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/21/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/22/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
3/23/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/24/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/25/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
3/26/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/27/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/28/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/29/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
3/30/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
3/31/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/1/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/2/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/3/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/4/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/6/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/7/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/8/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/9/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/10/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/11/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/12/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/13/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/15/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/16/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/17/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/18/2023,5.25,7,7,0,0,0,Happy Hour 12-6,25,
4/19/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/20/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/21/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
4/22/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/23/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/24/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/25/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
4/26/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
4/27/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/28/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
4/29/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
4/30/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/1/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/2/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/3/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/4/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/6/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
5/7/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/8/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/9/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/10/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/11/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/12/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/13/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
5/14/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
5/15/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/16/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/17/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/19/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/20/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/21/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/22/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
5/23/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/24/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/25/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
5/26/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/27/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
5/28/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/29/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
5/30/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
5/31/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/1/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/2/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/3/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/4/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
6/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/6/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/7/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
6/8/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/9/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/10/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
6/11/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/12/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/13/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/14/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/15/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/16/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
6/17/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/19/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/20/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/21/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/22/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/23/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/24/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/25/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/26/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/27/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
6/28/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/29/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
6/30/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/1/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/2/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/3/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/4/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/5/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/6/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/7/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
7/8/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/9/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/10/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/11/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/12/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/13/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/15/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
7/16/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/17/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/18/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/19/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/20/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/21/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/22/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/23/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/24/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/25/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/26/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
7/27/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
7/28/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
7/29/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/30/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
7/31/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/1/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/2/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/3/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/4/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/5/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/6/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/7/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
8/8/2023,5.25,7,7,5.25,0,0,Happy Hour 12-6,25,
8/9/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
8/10/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
8/11/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/12/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/13/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/15/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/16/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
8/17/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
8/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/19/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/20/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/21/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/22/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
8/23/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
8/24/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/25/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/26/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/27/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
8/28/2023,5.25,7,7,0,7,7,Happy Hour 12-6,25,
8/29/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/30/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
8/31/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/1/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/2/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/3/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/4/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/5/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/6/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/7/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/8/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/9/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/10/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/11/2023,5.25,7,7,5.25,7,7,Happy Hour 12-6,25,
9/12/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/13/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/14/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/15/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
9/16/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/17/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/18/2023,5.25,7,7,5.25,0,7,Happy Hour 12-6,25,
9/19/2023,5.25,7,7,0,0,7,Happy Hour 12-6,25,
